twitter source account,Tweets ago,Date,Compound,Negative,Positive,Neutral,tweet_text
@CNN,79,Fri May 22 01:49:46 +0000 2020,0.0,0.0,0.0,1.0,"Dr. Anthony Fauci, a member of the White House’s coronavirus task force, says Americans should “go out” for Memoria… https://t.co/s6xqGNbnu8"
@CNN,78,Fri May 22 01:58:11 +0000 2020,0.0,0.0,0.0,1.0,Universal Orlando has presented a plan to reopen to the public on June 5 https://t.co/DlcxEUDfyB
@CNN,77,Fri May 22 02:09:16 +0000 2020,0.7906,0.0,0.333,0.667,First lady Melania Trump thanked students for helping to keep the country safe and acknowledged recent changes they… https://t.co/dtnop6QqD9
@CNN,76,Fri May 22 02:13:19 +0000 2020,0.0,0.0,0.0,1.0,"Sales of existing homes plunged in April, notching the biggest decline in a decade, according to the National Assoc… https://t.co/Jl937HqR7l"
@CNN,75,Fri May 22 02:18:54 +0000 2020,0.0,0.0,0.0,1.0,"University of Notre Dame President John Jenkins on reopening in the fall: “If we do not have testing capacity, we w… https://t.co/ciF76O3lex"
@CNN,74,Fri May 22 02:23:05 +0000 2020,-0.4215,0.149,0.0,0.851,"Geoffrey Canada of @hczorg worries about a children's ""mental health epidemic"" stemming from Covid-19.

""The poores… https://t.co/hz0na8lzz2"
@CNN,73,Fri May 22 02:24:52 +0000 2020,0.0,0.0,0.0,1.0,"From choosing a window seat to turning on the overhead vent, @drsanjaygupta offers some travel tips for those who a… https://t.co/JXy3VGKCiF"
@CNN,72,Fri May 22 02:49:29 +0000 2020,0.0,0.0,0.0,1.0,Coronavirus spread through a southwest Georgia city for 10 days in March before hospital staff were told what was f… https://t.co/qecNwZThfX
@CNN,71,Fri May 22 02:59:54 +0000 2020,0.0,0.0,0.0,1.0,President Trump underscored economic recovery during a listening session with African Americans. He brought up test… https://t.co/28bBOMsNUt
@CNN,70,Fri May 22 03:17:05 +0000 2020,0.2732,0.0,0.104,0.896,President Trump's trip to Michigan took on symbolic significance as he clashed with 3 female officials elected ther… https://t.co/1qYFbLU1WY
@CNN,69,Fri May 22 03:32:43 +0000 2020,0.0,0.0,0.0,1.0,"For years, ""Harry Potter"" fans have flocked to Edinburgh, Scotland, to visit the sites where author J.K. Rowling ha… https://t.co/BcB2verVpm"
@CNN,68,Fri May 22 03:48:16 +0000 2020,-0.2263,0.131,0.097,0.772,The White House should be getting the nation ready now for the double threat of influenza and coronavirus in the fa… https://t.co/CKkDm7BHPV
@CNN,67,Fri May 22 03:50:55 +0000 2020,0.4391,0.087,0.162,0.751,"When ""Pac-Man"" debuted 40 years ago, no one could have predicted it would become the most successful arcade game of… https://t.co/UrkJwqXO1m"
@CNN,66,Fri May 22 04:03:52 +0000 2020,-0.8126,0.27,0.0,0.73,"A Long Island man was stabbed and killed by his son during a Zoom video chat with several people Thursday, Suffolk… https://t.co/2TKUOx5dxA"
@CNN,65,Fri May 22 04:19:12 +0000 2020,0.0387,0.0,0.052,0.948,The South has always mattered in American politics. But it's about to matter even more over the next decade. | Anal… https://t.co/csF9huuDXB
@CNN,64,Fri May 22 04:21:54 +0000 2020,0.2732,0.079,0.126,0.795,"""I am grateful for the victory,"" says Michigan Gov. Gretchen Whitmer about a judge dismissing a lawsuit filed by Re… https://t.co/0WBmN9yCq3"
@CNN,63,Fri May 22 04:22:18 +0000 2020,0.4019,0.0,0.124,0.876,"Michigan Gov. Gretchen Whitmer says all Americans should wear masks. 

""I would appreciate it if everyone with a pl… https://t.co/atgMRWBHrP"
@CNN,62,Fri May 22 04:23:04 +0000 2020,-0.5267,0.159,0.0,0.841,"Michigan Gov. Gretchen Whitmer says President Trump's threat to withhold federal funds from the state because, in a… https://t.co/EaTckwncyK"
@CNN,61,Fri May 22 04:23:35 +0000 2020,0.0,0.0,0.0,1.0,"“In the midst of a global pandemic, we were given short notice that we had to evacuate 10,000 people. We did so wit… https://t.co/98l0ETVtiJ"
@CNN,60,Fri May 22 04:32:25 +0000 2020,-0.3818,0.12,0.0,0.88,Mike Pompeo pushed State Department officials to find a way to justify the emergency declaration that he had alread… https://t.co/yLVx1RB40x
@CNN,59,Fri May 22 04:34:21 +0000 2020,0.3818,0.0,0.12,0.88,"In an effort to promote social distancing and keep students apart, one school in Denmark is holding classes inside… https://t.co/W5rQUnEU5s"
@CNN,58,Fri May 22 04:35:28 +0000 2020,0.25,0.0,0.077,0.923,"""My dream is to meet every kid in the entire world and give them art."" This girl has sent over 1,500 children in ho… https://t.co/k5DBo8rsjo"
@CNN,57,Fri May 22 04:35:44 +0000 2020,-0.7861,0.267,0.0,0.733,"RT @CNNTonight: CNN's Ron Brownstein says President Trump ""has fundamentally lost this war"" over states expanding voting by mail.

""The str…"
@CNN,56,Fri May 22 04:42:00 +0000 2020,-0.0258,0.129,0.125,0.745,"The city of Montgomery, Alabama, which has only one intensive care unit bed left, is sending sick patients to Birmi… https://t.co/f5IpYH0KGF"
@CNN,55,Fri May 22 04:51:39 +0000 2020,0.0,0.0,0.0,1.0,House Democratic lawmakers urged the Trump administration in a letter Thursday to explain reported incidents of Imm… https://t.co/tKuZnDQZpk
@CNN,54,Fri May 22 05:01:04 +0000 2020,-0.2263,0.106,0.0,0.894,The Small Business Administration is demanding at least one Planned Parenthood affiliate return a Paycheck Protecti… https://t.co/0AG0f38Jan
@CNN,53,Fri May 22 05:13:56 +0000 2020,-0.5574,0.167,0.0,0.833,"Wilson Roosevelt Jerman, a former White House butler who worked under 11 US Presidents, has died after contracting… https://t.co/qzIsn0QOxR"
@CNN,52,Fri May 22 05:31:07 +0000 2020,0.5719,0.0,0.163,0.837,"Following the success of ""The Last Dance,"" a 10-part documentary series about Michael Jordan, ESPN is producing a n… https://t.co/DLpS0bYgGL"
@CNN,51,Fri May 22 05:45:01 +0000 2020,0.0,0.0,0.0,1.0,"At one grocery store's salad bar, what used to be filled with lettuce, tomatoes and cucumbers is now filled with mi… https://t.co/9Jctcha4tY"
@CNN,50,Fri May 22 06:01:04 +0000 2020,0.25,0.0,0.087,0.913,"Scientists have created a mouse embryo that's part human — 4% to be exact.

This human-mouse chimera has by far the… https://t.co/aMzZ4yrdrv"
@CNN,49,Fri May 22 06:14:02 +0000 2020,0.0,0.0,0.0,1.0,McConnell acknowledged on a private call with House Republicans on Wednesday that Congress may have to pass further… https://t.co/4lpIDdm951
@CNN,48,Fri May 22 06:31:02 +0000 2020,0.0,0.0,0.0,1.0,"Memorial Day marks the symbolic start of summer in the US.

With Covid-19 still spreading, most beaches have issued… https://t.co/20pqIKlFnM"
@CNN,47,Fri May 22 06:45:17 +0000 2020,0.6652,0.0,0.206,0.794,"You can try all you want to open the country, but without schools and summer camps and child care, the country will… https://t.co/iA8sHOswNt"
@CNN,46,Fri May 22 07:01:03 +0000 2020,-0.2732,0.1,0.0,0.9,"The drop in travel due to the coronavirus pandemic, plus a steep pullback in consumer spending on discretionary ite… https://t.co/EWI8j6smYY"
@CNN,45,Fri May 22 07:10:08 +0000 2020,0.0,0.0,0.0,1.0,"Bugs crawling on your strawberries? That's normal, according to some experts, despite a recent TikTok trend that su… https://t.co/Ciwr4GF6a8"
@CNN,44,Fri May 22 07:23:03 +0000 2020,-0.8126,0.27,0.0,0.73,"A Long Island man was stabbed and killed by his son during a Zoom video chat with several people Thursday, Suffolk… https://t.co/lsVaIaemUx"
@CNN,43,Fri May 22 07:31:07 +0000 2020,-0.128,0.127,0.104,0.769,This former bartender and his team of volunteers are making sure struggling restaurant workers in North Carolina ha… https://t.co/ZRfL7JK6Vb
@CNN,42,Fri May 22 07:40:55 +0000 2020,0.0,0.0,0.0,1.0,"In new guidance for mathematical modelers and public health officials, the US Centers for Disease Control and Preve… https://t.co/OjjlvIyFg6"
@CNN,41,Fri May 22 07:51:07 +0000 2020,0.0516,0.105,0.113,0.781,"By refusing to wear a facemask on camera, Trump signaled to core supporters that he stands with their demands to ge… https://t.co/dZMwN7BqCu"
@CNN,40,Fri May 22 08:00:53 +0000 2020,0.0,0.0,0.0,1.0,Victoria's Secret is permanently closing 250 stores in the US and Canada https://t.co/ECHjvgzbEA
@CNN,39,Fri May 22 08:10:02 +0000 2020,0.2732,0.0,0.095,0.905,"When Eric Yuan founded Zoom, he set out to create a 'frictionless' video conferencing app to be used by businesses.… https://t.co/TxvSW9RJ5I"
@CNN,38,Fri May 22 08:22:03 +0000 2020,0.4215,0.106,0.23,0.664,Drug smugglers took advantage of the current pandemic to conceal methamphetamine in shipments of hand sanitizer and… https://t.co/AXQArjd1U0
@CNN,37,Fri May 22 08:30:08 +0000 2020,-0.4215,0.113,0.0,0.887,Hong Kong's Hang Seng Index dropped more than 5% on Friday after news broke that Beijing would move to pass a hugel… https://t.co/kkNBjoVVRm
@CNN,36,Fri May 22 08:40:04 +0000 2020,0.4019,0.0,0.109,0.891,New Zealand's Jacinda Ardern has floated the idea of a four-day working week to help the economy in the wake of the… https://t.co/lDM6Foj5mF
@CNN,35,Fri May 22 08:40:05 +0000 2020,0.0516,0.096,0.104,0.8,China will not set a specific target for economic growth this year — a sign of how much uncertainty the coronavirus… https://t.co/VUsFBi0gdj
@CNN,34,Fri May 22 08:50:04 +0000 2020,0.8818,0.0,0.35,0.65,"""You have been so strong and I am proud of the examples you have become."" 

First lady Melania Trump thanked studen… https://t.co/QgXkx7z7YW"
@CNN,33,Fri May 22 09:10:03 +0000 2020,-0.128,0.077,0.0,0.923,President Donald Trump announced Thursday that flags on federal buildings will be lowered to half-staff over the co… https://t.co/feGlockOmt
@CNN,32,Fri May 22 09:22:03 +0000 2020,0.25,0.0,0.087,0.913,"Scientists have created a mouse embryo that's part human — 4% to be exact.

This human-mouse chimera has by far the… https://t.co/DGIgkL6BRr"
@CNN,31,Fri May 22 09:31:07 +0000 2020,0.5719,0.0,0.163,0.837,"Following the success of ""The Last Dance,"" a 10-part documentary series about Michael Jordan, ESPN is producing a n… https://t.co/u5wYS4V5EW"
@CNN,30,Fri May 22 09:37:06 +0000 2020,0.4019,0.0,0.109,0.891,New Zealand's Jacinda Ardern has floated the idea of a four-day working week to help the economy in the wake of the… https://t.co/xzkGH3XMnb
@CNN,29,Fri May 22 09:48:07 +0000 2020,0.0,0.0,0.0,1.0,"Bugs crawling on your strawberries? That's normal, according to some experts, despite a recent TikTok trend that su… https://t.co/UYFqdBRAD6"
@CNN,28,Fri May 22 09:58:02 +0000 2020,0.4703,0.0,0.17,0.83,This extreme parkour team likes to leap between skyscrapers and launch themselves off cliffs https://t.co/YBGyGxXgEv https://t.co/e96ZcO87NI
@CNN,27,Fri May 22 10:05:03 +0000 2020,0.34,0.0,0.124,0.876,A three-judge appeals court panel has ordered the trial judge overseeing former Trump national security adviser Mic… https://t.co/rE0K2dFZI7
@CNN,26,Fri May 22 10:37:29 +0000 2020,-0.4404,0.146,0.0,0.854,"Farmers, restauranteurs and others in the food industry worry about the future of the national food-service supply… https://t.co/721WGgKcKX"
@CNN,25,Fri May 22 10:44:03 +0000 2020,0.0,0.0,0.0,1.0,"Schools must keep the coronavirus from entering campuses, and that will mean health checks, temperature screenings,… https://t.co/1LFnnOjNee"
@CNN,24,Fri May 22 10:53:06 +0000 2020,-0.2732,0.091,0.0,0.909,"President Trump confirmed the US will be exiting the Open Skies Treaty, a pact designed to reduce the risk of milit… https://t.co/933SmyGz5r"
@CNN,23,Fri May 22 11:00:10 +0000 2020,0.0,0.0,0.0,1.0,"BREAKING: A Pakistan Airlines flight with more than 100 people on board has crashed in the city of Karachi, a spoke… https://t.co/YEjisu2Zi8"
@CNN,22,Fri May 22 11:04:00 +0000 2020,0.0,0.0,0.0,1.0,Think you're a seasoned globetrotter? Put your knowledge to the test in this quiz https://t.co/BDXmCxIfkB https://t.co/iP2f5Or9dl
@CNN,21,Fri May 22 11:05:59 +0000 2020,0.1531,0.074,0.099,0.826,"RT @cnni: As the world wrestles with a global pandemic, China has proposed a controversial national security law, which goes beyond anythin…"
@CNN,20,Fri May 22 11:19:04 +0000 2020,0.0,0.0,0.0,1.0,A Pakistan International Airlines flight with more than 100 people on board has crashed in the Pakistani city of Ka… https://t.co/xc97EROCBT
@CNN,19,Fri May 22 11:30:10 +0000 2020,0.0,0.0,0.0,1.0,Summer is not completely canceled. Here are 100 things we can do with or without kids. https://t.co/uvmOVDHhKu
@CNN,18,Fri May 22 11:45:04 +0000 2020,0.743,0.0,0.283,0.717,We asked two infectious disease experts about how to have coronavirus-free fun at your favorite waterfronts. Here's… https://t.co/5H4I18Noqs
@CNN,17,Fri May 22 12:00:10 +0000 2020,0.4019,0.0,0.13,0.87,.@FareedZakaria investigates China and Covid-19. Discover what he learned in the new CNN Special Report – China’s D… https://t.co/fZvluPoPiM
@CNN,16,Fri May 22 12:15:06 +0000 2020,0.7906,0.0,0.333,0.667,"The developments in the vegan food industry, growing acceptance of the diet and proliferation of talented vegan foo… https://t.co/oNtKTUsC5O"
@CNN,15,Fri May 22 12:22:21 +0000 2020,-0.6249,0.146,0.0,0.854,"RT @NewDay: “It’s the worst thing we have ever faced in our professional lives.”
Take a look inside a hospital in Sao Paulo, Brazil, where…"
@CNN,14,Fri May 22 12:30:07 +0000 2020,-0.8977,0.498,0.0,0.502,"Most of us are stressed. Really stressed.

The reality of job losses, economic uncertainty, social isolation, homes… https://t.co/azH9Ah8wSJ"
@CNN,13,Fri May 22 12:45:08 +0000 2020,-0.4019,0.119,0.0,0.881,"At least 11 bodies from the scene of the Pakistani airliner crash were brought to Jinnah Hospital, a hospital spoke… https://t.co/JwKBkEwQ4w"
@CNN,12,Fri May 22 13:00:14 +0000 2020,-0.5267,0.214,0.113,0.672,"If you're waking up feeling stressed or overwhelmed with the thought of beginning another day in isolation, a daily… https://t.co/o9ow637LbB"
@CNN,11,Fri May 22 13:10:00 +0000 2020,0.0,0.0,0.0,1.0,"A pub owner in Washington, DC, had to lay off 138 of his employees. But even as his savings dry up and debts mount,… https://t.co/Jp37GBWG6q"
@CNN,10,Fri May 22 13:15:14 +0000 2020,-0.1477,0.161,0.145,0.694,"RT @NewDay: “I, like all of us, felt very much impotent and powerless in the middle of the pandemic. So I felt this sounds like maybe I can…"
@CNN,9,Fri May 22 13:20:08 +0000 2020,-0.4019,0.196,0.119,0.685,"The children of slain Saudi journalist Jamal Khashoggi have publicly forgiven their father's killers, sparing five… https://t.co/mQaerSTiC0"
@CNN,8,Fri May 22 13:21:33 +0000 2020,0.4215,0.0,0.157,0.843,"The United Nations rapporteur for extrajudicial executions, Agnes Callamard, who led a high-profile investigation i… https://t.co/YGBRGYuHOV"
@CNN,7,Fri May 22 13:30:10 +0000 2020,0.0,0.0,0.0,1.0,Monica V. Garcia and her family are among the thousands of Latinos across the US who have been disproportionately a… https://t.co/YfOHHh6XoI
@CNN,6,Fri May 22 13:40:06 +0000 2020,0.4215,0.0,0.135,0.865,The powerful cyclone that slammed into the coastal region where India and Bangladesh meet likely caused $13.2 billi… https://t.co/9aSICprXhn
@CNN,5,Fri May 22 13:52:16 +0000 2020,0.4215,0.0,0.157,0.843,"Retail sales of antimalarial drug hydroxychloroquine, which President Trump has promoted as a potential coronavirus… https://t.co/0J1SocV6fJ"
@CNN,4,Fri May 22 13:53:43 +0000 2020,-0.8255,0.366,0.0,0.634,Seriously ill Covid-19 patients who were treated with hydroxychloroquine and chloroquine were more likely to die or… https://t.co/sQqiBcK9EK
@CNN,3,Fri May 22 14:00:03 +0000 2020,-0.4939,0.138,0.0,0.862,"Backyard fowl are at the center of a recent salmonella outbreak that's infected 97 people in 28 states, according t… https://t.co/DkxFLkB4gu"
@CNN,2,Fri May 22 14:10:03 +0000 2020,0.0,0.0,0.0,1.0,"Virginia Gov. Ralph Northam has signed legislation that decriminalizes marijuana possession, joining a majority of… https://t.co/eKCVJU833B"
@CNN,1,Fri May 22 14:20:04 +0000 2020,0.0,0.0,0.0,1.0,"The shift to extended telework policies may have far-reaching consequences for the tech industry, affecting wages,… https://t.co/K9yJaHyW2I"
